,Date / Time,City,State,Shape
4285,2016-06-03 20:00:00,Columbus                            ,OH    ,Light     
4286,2016-06-03 20:00:00,Orange                              ,MA    ,Changing  
4287,2016-06-03 19:35:00,Conway                              ,AR    ,Light     
4288,2016-06-03 19:00:00,Lamberton                           ,MN    ,Triangle  
4289,2016-06-03 18:50:00,Merritt Island                      ,FL    ,Light     
4290,2016-06-03 18:30:00,Concord                             ,NH    ,Changing  
4291,2016-06-03 17:00:00,North Providence                    ,RI    ,Disk      
4292,2016-06-03 10:30:00,Queens                              ,NY    ,Other     
4293,2016-05-03 23:00:00,Cedar Rapids                        ,IA    ,Flash     
4294,2016-05-03 22:15:00,Dallas                              ,TX    ,Light     
4295,2016-05-03 22:15:00,Dallas                              ,TX    ,Light     
4296,2016-05-03 21:45:00,Middleburg                          ,FL    ,Light     
4297,2016-05-03 21:00:00,Shelbyville                         ,TN    ,Light     
4298,2016-05-03 21:00:00,Bear                                ,DE    ,Formation 
4299,2016-05-03 21:00:00,Kailua                              ,HI    ,Light     
4300,2016-05-03 19:45:00,Escondido                           ,CA    ,Light     
4301,2016-05-03 17:45:00,Pasco County                        ,FL    ,Oval      
4302,2016-05-03 17:45:00,Gage                                ,NM    ,Chevron   
4303,2016-04-03 19:40:00,Seminole                            ,FL    ,Light     
4304,2016-04-03 19:14:00,Watertown                           ,NY    ,Light     
4305,2016-04-03 19:09:00,Las Vegas                           ,NV    ,Egg       
4306,2016-04-03 19:00:00,Merritt Island                      ,FL    ,Sphere    
4307,2016-04-03 18:25:00,Thetford                            ,VT    ,Light     
4308,2016-04-03 18:23:00,Hanover                             ,NH    ,Circle    
4309,2016-04-03 18:15:00,Fairlee                             ,VT    ,Oval      
4311,2016-04-03 16:00:00,Novi                                ,MI    ,Changing  
4312,2016-04-03 09:00:00,Ocklawaha                           ,FL    ,Flash     
4313,2016-04-03 05:58:00,Kalaheo                             ,HI    ,Rectangle 
4314,2016-03-03 23:45:00,Huntington Beach                    ,CA    ,Circle    
4316,2016-03-03 22:00:00,Columbus                            ,OH    ,Triangle  
4317,2016-03-03 20:30:00,Everglades                          ,FL    ,Circle    
4318,2016-03-03 20:30:00,West Topsham                        ,VT    ,Changing  
4319,2016-03-03 20:30:00,West Topsham                        ,VT    ,Changing  
4320,2016-03-03 20:00:00,LaVeta                              ,CO    ,Other     
4321,2016-03-03 19:00:00,Pine Bush                           ,NY    ,Chevron   
4322,2016-03-03 09:00:00,Vallejo                             ,CA    ,Fireball  
4323,2016-03-03 00:00:00,Murray                              ,UT    ,Light     
4325,2016-03-03 00:00:00,Baldwinville                        ,MA    ,Fireball  
4326,2016-02-03 23:00:00,Lincoln                             ,RI    ,Light     
4327,2016-02-03 22:50:00,Jacksonville                        ,OH    ,Triangle  
4328,2016-02-03 22:30:00,Plymouth Meeting                    ,PA    ,Fireball  
4329,2016-02-03 22:00:00,Lexington                           ,KY    ,Cylinder  
4330,2016-02-03 21:35:00,Wickieup                            ,AZ    ,Formation 
4331,2016-02-03 21:15:00,Harrisburg                          ,PA    ,Light     
4332,2016-02-03 21:10:00,Clarkdale                           ,AZ    ,Cylinder  
4334,2016-02-03 20:05:00,Hurricane                           ,UT    ,Flash     
4335,2016-02-03 20:02:00,Farmingville                        ,NY    ,Fireball  
4337,2016-02-03 19:41:00,Phoenix                             ,AZ    ,Light     
4338,2016-02-03 19:41:00,Phoenix                             ,AZ    ,Light     
4339,2016-02-03 19:35:00,Scottsdale                          ,AZ    ,Light     
4340,2016-02-03 19:30:00,Hagerstown                          ,MD    ,Oval      
4341,2016-02-03 19:00:00,Scottsdale                          ,AZ    ,Formation 
4342,2016-02-03 17:15:00,Oakwood                             ,GA    ,Cigar     
4343,2016-02-03 16:38:00,Delray Beach                        ,FL    ,Cigar     
4344,2016-02-03 03:00:00,Nashua                              ,NH    ,Other     
4345,2016-02-03 01:00:00,Boynton Beach                       ,FL    ,Sphere    
4346,2016-01-03 23:30:00,Pikesville                          ,MD    ,Cone      
4347,2016-01-03 22:30:00,Ocala                               ,FL    ,Triangle  
4348,2016-01-03 22:00:00,Glendale                            ,AZ    ,Triangle  
4349,2016-01-03 21:00:00,Ocala                               ,FL    ,Oval      
4350,2016-01-03 21:00:00,Shalimar                            ,FL    ,Other     
4351,2016-01-03 20:30:00,Princeton                           ,NC    ,Circle    
4352,2016-01-03 20:10:00,California                          ,MO    ,Formation 
4353,2016-01-03 19:00:00,Parker                              ,AZ    ,Light     
4354,2016-01-03 19:00:00,Indio                               ,CA    ,Changing  
4355,2016-01-03 18:05:00,Stover                              ,MO    ,Cylinder  
4356,2016-01-03 17:00:00,Queens                              ,NY    ,Sphere    
4357,2016-01-03 16:34:00,Fresno                              ,CA    ,Light     
4358,2016-01-03 16:00:00,Waterbury                           ,CT    ,Disk      
4359,2016-01-03 13:00:00,Battle Lake                         ,MN    ,Cigar     
4360,2016-01-03 11:00:00,Kenmore                             ,WA    ,Disk      
4361,2016-01-03 05:57:00,Las Vegas                           ,NV    ,Fireball  
4362,2016-01-03 05:45:00,Glastonbury                         ,CT    ,Oval      
4363,2016-01-03 04:08:00,Luxora                              ,AR    ,Cigar     
4364,2016-02-29 23:45:00,Harbor Beach                        ,MI    ,Light     
4365,2016-02-29 23:30:00,Sebastian                           ,FL    ,Triangle  
4366,2016-02-29 23:00:00,Salunga                             ,PA    ,Triangle  
4367,2016-02-29 22:00:00,York                                ,PA    ,Triangle  
4370,2016-02-29 20:29:00,Warner Robins                       ,GA    ,Fireball  
4371,2016-02-29 19:50:00,Athens                              ,GA    ,Other     
4373,2016-02-29 19:20:00,Stover                              ,MO    ,Formation 
4374,2016-02-29 19:20:00,Chandler                            ,AZ    ,Triangle  
4375,2016-02-29 19:00:00,Sarasota                            ,FL    ,Circle    
4376,2016-02-29 18:45:00,Bolivar                             ,MO    ,Light     
4378,2016-02-29 18:20:00,Edwards                             ,CA    ,Chevron   
4379,2016-02-29 18:15:00,San Antonio                         ,TX    ,Cigar     
4380,2016-02-29 18:09:00,Mojave                              ,CA    ,Circle    
4381,2016-02-29 18:00:00,Parker                              ,CO    ,Light     
4382,2016-02-29 17:45:00,Ridgecrest                          ,CA    ,Cigar     
4383,2016-02-29 17:28:00,Worcester                           ,MA    ,Changing  
4385,2016-02-29 01:46:00,Alpharetta                          ,GA    ,Light     
4386,2016-02-29 01:00:00,Phoenix                             ,AZ    ,Circle    
4387,2016-02-29 00:00:00,Thornton                            ,CO    ,Fireball  
4389,2016-02-28 22:35:00,Marshfield                          ,MO    ,Triangle  
4390,2016-02-28 22:30:00,Tannersville                        ,PA    ,Circle    
4391,2016-02-28 22:30:00,Tannersville                        ,PA    ,Circle    
4392,2016-02-28 21:30:00,Centreville                         ,VA    ,Triangle  
4393,2016-02-28 21:00:00,Rosiclare                           ,IL    ,Triangle  
4394,2016-02-28 20:55:00,Suffern                             ,NY    ,Chevron   
4395,2016-02-28 20:30:00,DuBois                              ,PA    ,Light     
4397,2016-02-28 20:01:00,Bandon                              ,OR    ,Oval      
4398,2016-02-28 19:30:00,Livingston                          ,MT    ,Cigar     
4399,2016-02-28 19:00:00,Colorado Springs                    ,CO    ,Circle    
4400,2016-02-28 18:45:00,New York City                       ,NY    ,Light     
4401,2016-02-28 17:18:00,Pittstown                           ,NJ    ,Triangle  
4402,2016-02-28 16:30:00,Goose Creek                         ,SC    ,Cylinder  
4403,2016-02-28 15:00:00,Charlotte                           ,NC    ,Other     
4404,2016-02-28 15:00:00,Laveen                              ,AZ    ,Triangle  
4405,2016-02-28 06:59:00,Rubidoux                            ,CA    ,Light     
4406,2016-02-28 05:20:00,Ivy Bluff                           ,TN    ,Light     
4407,2016-02-28 05:00:00,Washington                          ,PA    ,Light     
4408,2016-02-28 03:48:00,Westminster                         ,CO    ,Chevron   
4409,2016-02-28 01:00:00,Osceola                             ,IN    ,Rectangle 
4410,2016-02-27 22:37:00,Eastham                             ,MA    ,Sphere    
4411,2016-02-27 21:45:00,Farmington                          ,MO    ,Changing  
4412,2016-02-27 21:20:00,Erlanger                            ,KY    ,Triangle  
4414,2016-02-27 20:05:00,Fort Collins                        ,CO    ,Other     
4415,2016-02-27 20:00:00,Sioux City                          ,IA    ,Formation 
4416,2016-02-27 20:00:00,Holiday                             ,FL    ,Fireball  
4417,2016-02-27 20:00:00,Palm Bay                            ,FL    ,Sphere    
4419,2016-02-27 15:30:00,Delray Beach                        ,FL    ,Cigar     
4420,2016-02-27 06:00:00,Creede                              ,CO    ,Sphere    
4421,2016-02-27 01:00:00,Dillsburg                           ,PA    ,Light     
4423,2016-02-26 21:22:00,Poland                              ,ME    ,Triangle  
4424,2016-02-26 20:30:00,Houston                             ,TX    ,Triangle  
4425,2016-02-26 20:20:00,Cedar Hill                          ,MO    ,Cone      
4426,2016-02-26 20:03:00,Chandler                            ,AZ    ,Light     
4427,2016-02-26 19:30:00,Sacaton                             ,AZ    ,Disk      
4428,2016-02-26 19:20:00,White Sulphur Springs               ,MT    ,Disk      
4429,2016-02-26 15:00:00,Gainesville                         ,MO    ,Cylinder  
4430,2016-02-26 13:11:00,Palm Springs                        ,AZ    ,Disk      
4431,2016-02-26 09:45:00,Niceville                           ,FL    ,Fireball  
4432,2016-02-26 09:06:00,Chandler                            ,AZ    ,Light     
4433,2016-02-26 05:50:00,Mount Bethel                        ,PA    ,Triangle  
4434,2016-02-26 01:10:00,Brookings                           ,SD    ,Diamond   
4436,2016-02-26 00:00:00,Lompoc                              ,CA    ,Light     
4437,2016-02-25 22:30:00,Hamilton                            ,MT    ,Light     
4438,2016-02-25 21:25:00,Alamogordo                          ,NM    ,Sphere    
4439,2016-02-25 21:00:00,Waterflow                           ,NM    ,Light     
4440,2016-02-25 19:00:00,Johnson Creek                       ,WI    ,Triangle  
4441,2016-02-25 12:45:00,Rancho Bernardo                     ,CA    ,Formation 
4442,2016-02-25 04:15:00,Clements                            ,AL    ,Circle    
4443,2016-02-25 00:00:00,Jacksonville                        ,FL    ,Circle    
4444,2016-02-24 20:45:00,Sodaville                           ,OR    ,Disk      
4445,2016-02-24 19:25:00,Copan                               ,OK    ,Other     
4446,2016-02-24 19:00:00,Spokane                             ,WA    ,Light     
4448,2016-02-23 22:45:00,Riverside                           ,CA    ,Light     
4450,2016-02-23 20:00:00,Meridian                            ,ID    ,Circle    
4451,2016-02-23 18:55:00,Auburn                              ,WA    ,Formation 
4452,2016-02-23 18:50:00,Auburn                              ,WA    ,Cylinder  
4453,2016-02-23 18:15:00,Leander                             ,TX    ,Cigar     
4454,2016-02-23 06:45:00,Livermore                           ,CA    ,Cone      
4455,2016-02-22 23:50:00,Ft. Myers                           ,FL    ,Light     
4456,2016-02-22 23:45:00,Warren                              ,MI    ,Other     
4457,2016-02-22 23:35:00,Fredericksburg                      ,VA    ,Sphere    
4458,2016-02-22 23:30:00,Kansas City                         ,KS    ,Light     
4459,2016-02-22 22:00:00,Alamogordo                          ,NM    ,Sphere    
4460,2016-02-22 22:00:00,Binghamton                          ,NY    ,Circle    
4461,2016-02-22 21:40:00,Vancouver                           ,OR    ,Disk      
4462,2016-02-22 20:00:00,Mountlake Terrace                   ,WA    ,Sphere    
4464,2016-02-22 19:00:00,Durham                              ,NC    ,Light     
4465,2016-02-22 19:00:00,Lebanon                             ,MO    ,Fireball  
4466,2016-02-22 18:56:00,Wilkeson                            ,WA    ,Triangle  
4467,2016-02-22 13:00:00,Odessa                              ,FL    ,Circle    
4468,2016-02-22 06:30:00,Tracy                               ,CA    ,Light     
4469,2016-02-22 06:15:00,Preston                             ,MN    ,Teardrop  
